index	episode	episode_name	segment	type	actor	character	detail	record_date	series	transmission_date
15646	40	Episode Forty: The golden age of ballooning	Party Political Broadcast on Behalf of the Norwegian Party	Dialogue	Graham Chapman	Voice Over	"Highlights of that broadcast will be discussed later by Lord George-Brown, ex-Foreign Secretary, Mr Sven Olafson, the ex-Norwegian Minister of Finance, Sir Charles Ollendorff, ex-Chairman of the Norwegian Trades Council, Mr Hamish McLavell, the Mayor of Wick, the nearest large town to Norway, Mrs Betty Norday, whose name sounds remarkably like Norway, Mr Brian Waynor, whose name is an anagram of Norway, Mr and Mrs Ford, whose name sounds like Fiord, of which there are a lot in Norway, Ron and Christine Boslo..."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15648	40	Episode Forty: The golden age of ballooning	Zeppelin				CAPTION: 'THE GOLDEN AGE OF BALLOONING'	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15649	40	Episode Forty: The golden age of ballooning	Zeppelin				CAPTION: 'EPISODE SIX: FERDINAND VON ZEPPELIN - PIONEER OF THE AIRSHIP'	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15651	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Voice Over	"Ferdinand von Zeppelin was born in Constance in 1838, the brother of Barry Zeppelin, the least talented of the fourteen Zeppelin brothers."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15653	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Voice Over	"Meanwhile for Ferdinand von Zeppelin, the year 1908 was a year of triumph."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15656	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Von Bülow	Herr Zeppelin - it's wonderful! It's put ballooning right back on the map.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15658	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Zeppelin	It's not a	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15659	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Zeppelin	balloon	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15660	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Zeppelin	airship	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15661	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Zeppelin	... an airship ... d'you hear?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15663	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Von Bülow	"Well, it's very nice anyway."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15665	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Tirpitz	"Tell me, what is the principle of these balloons?"	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15666	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Zeppelin	"It's not a balloon! You stupid little thick-headed Saxon git! It's not a balloon! Balloons is for kiddy-winkies. If you want to play with balloons, get outside."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15668	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Tirpitz	Aaaaaaaaaghhh!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15671	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	"Yorkshire ... pudding. A type of thick pancake, eaten with large ..."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15673	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Eric Idle	Hollweg	I hear you are to name the balloon after Bismarck?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15675	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Zeppelin	Bismarck? Of course I'm not calling it after Bismarck. It's a zeppelin. It's nothing to do with bloody Bismarck!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15676	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Eric Idle	Hollweg	Surely he gave you some money for it?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15677	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Zeppelin	Get outside!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15679	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Za... bag... lione... a sort of cream mouse... mousse of Italian origin...	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15681	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Von Bülow	Ferdinand... that was a Minister of State you just threw out of the balloon.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15682	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Zeppelin	It's not a balloon! It's an airship!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15683	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Von Bülow	"All right, I'm sorry."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15684	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Zeppelin	All right - go and have a look!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15686	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Zeppelin	And you!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15688	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Zu... cchin... ni ... Italian... ma... flows...	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15694	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	With tiny pieces of sliced...	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15696	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Oh, look! It's the Chancellor!"	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15698	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	What? Prince Von Bülow? Here?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15699	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Ja!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15700	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Coming here?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15701	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	No - he	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15702	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Mrs Helmut	is	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15703	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	here.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15705	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	"Oh, I must go and put my old uniform on."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15706	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"He won't notice, Helmut. He's dead."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15707	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Dead? Here?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15708	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Ja. In our sitting room.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15709	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	"This is our sitting room, dear."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15710	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Well, you know what I mean."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15713	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	room!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15714	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Yes ... but it's a	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15715	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Mrs Helmut	kind	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15716	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	of sitting room.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15718	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Well...	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15719	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Look!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15721	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Which one is Von Bülow?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15723	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Here ... look!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15724	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	"Oh, ja ... and Admiral Tirpitz!"	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15726	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Ja.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15727	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	And Von Müller... and Herr Reichner... and Hollweg and Von Graunberg...	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15728	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	That isn't Graunberg -	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15729	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Mrs Helmut	that's	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15730	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Graunberg... das ist Moltke...	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15732	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	He's a lot older than I thought.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15733	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"He's a clever man, ja."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15734	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	... and Zimmermann ... and Kimpte...	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15735	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"What shall we do, Helmut?"	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15736	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	We must ring the Government.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15737	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	This	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15738	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"the Government, Helmut."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15739	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Oh dear.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15740	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	It is a great honour to have so many members of the Government dead in our sitting room.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15741	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Helmut	Drawing	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15742	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	room.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15743	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Ja, well..."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15744	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	There are no members of the Government dead in our sitting room.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15745	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Ja, you know what I mean."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15746	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Perhaps I should make a little speech or something?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15747	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Not a speech, Helmut no..."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15748	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Shall we make them a cup of tea?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15749	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	It would be a waste of tea.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15750	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	But we must do something - so many important people in our drawing room - we must do	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15751	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Helmut	something	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15752	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15754	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	We could sort them out.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15755	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	And make a little list.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15756	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Ja, ja. We could put the ministers for internal affairs over against the wall, and those for foreign here by the clock."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15757	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	And we can sort them out alphabetically?	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15758	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Nein, nein - just put the cleanest by the door."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15759	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Ja.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15761	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"No, no! That's Von Bülow! He must go over here."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15762	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	That is my reading chair.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15763	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"He is the Reich Chancellor of Germany, Helmut."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15765	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	"All right ... but I think he would have been better up against the clock, you know."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15766	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"No, he would not look nice under the clock."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15767	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	I did not say	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15768	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Helmut	under	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15769	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Helmut	against	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15770	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	the clock.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15771	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Well then we could not see the clock!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15772	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	We could put the Minister for Colonies under the clock. He's small.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15773	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	No. Colonies are	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15774	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Mrs Helmut	internal	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15776	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	Education!	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15778	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Soon we shall be able to make a list.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15779	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Ja, ja, wait a minute! ... Who's that by the cat litter?"	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15780	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	I don't know. I've never seen him before.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15781	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	He is not a member of the Government. Get him out of here. Put him in the drawing room.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15782	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	He's	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15783	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue		Helmut	in	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15784	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	"the drawing room, my dear."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15785	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Ja, well you know what I mean."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15786	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	Put him in the sitting room.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15787	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Terry Jones	Mrs Helmut	"Ja, in, the sittng room, it's all the same."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15788	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Helmut	You can put him in the sitting room if he's in the drawing room.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15790	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Voice Over	"Count Ferdinand Von Zeppelin's behaviour on that flight in 1900 had incredible, far-reaching consequences, for one of the falling Ministers"	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15801	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Michael Palin	Voice Over	producer and director of 'The Golden Age of Ballooning'.	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15802	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue			ANIMATION:	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15808	40	Episode Forty: The golden age of ballooning	Zeppelin	Dialogue	Graham Chapman	Voice Over	"Mr and Mrs Rita Trondheim; Reginald Bo-sankway, who would be next to Norway in a rhyming dictionary, if it included proper names, and if he pronounced his name like that."	10/12/1974 0:00	1-Apr	10/31/1974 0:00
15816	41	Episode Forty-one: Michael Ellis	Department store				"Establishing shot of large Harrods-type store. Outside limousines and taxis are disgorging very rich customers. Small doormen in enormously large coats opening door of cars. A man with his nose bandaged comes out of the store. One large car pulls softly up to the curb, and as small doorman (Michael) opens its door, an enormously opulent lady (Terry J) in furs gets out. The doorman holds the door open. She knees him in the groin and walks on into the store. Chris Quinn (Eric) arrives on a bicycle. He parks the bicycle against the curb (the doorman flings it into the road) and goes into the outer hall of the store. He passes a couple leaving who also have noses bandaged. A gaggle of customers, mostly pepperpots, rush out. A very eager pepperpot lady shopper, going the other way, rushes between the two and bangs into a set of glass doors which have closed behind the gaggle. She cries out with pain clutching her nose and is escorted away by a large, coated attendant. Chris Quinn looks up at the list on the wall. It reads:"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15817	41	Episode Forty-one: Michael Ellis	Department store				"BASEMENT: DANGEROUS GASES, VIRUSES, CONTAGIOUS DISEASES, RESTAURANT AND TOILET FIXINGS."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15818	41	Episode Forty-one: Michael Ellis	Department store				"GROUND FLOOR: MENSWEAR, BOYSWEAR, EFFEMINATE GOODS HALL, ILL HEALTH FOODS."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15819	41	Episode Forty-one: Michael Ellis	Department store				"MEZZANINE: TABLEWARE, KITCHEN GOODS, SOFT FURNISHINGS, HARD FURNISHINGS, ROCK-HARD FURNISHINGS."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15820	41	Episode Forty-one: Michael Ellis	Department store				FIRST FLOOR: COMPLAINTS.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15821	41	Episode Forty-one: Michael Ellis	Department store				"SECOND FLOOR: COSMETICS, JEWELLERY, ELECTRICAL, SATIRE."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15822	41	Episode Forty-one: Michael Ellis	Department store				"THIRD FLOOR: NASAL INJURIES HALL, OTHER THINGS."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15823	41	Episode Forty-one: Michael Ellis	Department store				"FOURTH FLOOR: GRANITE HALL - ROCKS, SHALES, ALLUVIAL DEPOSITS, FELSPAR, CARPATHIANS, ANDES, URALS, MINING REQUISITES, ATOM-SPLITTING SERVICE."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15824	41	Episode Forty-one: Michael Ellis	Department store				FIFTH FLOOR: COMPLAINTS.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15825	41	Episode Forty-one: Michael Ellis	Department store				SIXTH FLOOR: COMPLAINTS.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15826	41	Episode Forty-one: Michael Ellis	Department store				SEVENTH FLOOR: LEATHER GOODS.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15827	41	Episode Forty-one: Michael Ellis	Department store				EIGHTH FLOOR: ROOF GARDEN.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15828	41	Episode Forty-one: Michael Ellis	Department store				NINTH FLOOR: TELEVISION AERIALS.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15829	41	Episode Forty-one: Michael Ellis	Department store				"TENTH FLOOR: FRESH AIR, CLOUDS, OCCASIONAL PERIODS OF SUNSHINE."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15831	41	Episode Forty-one: Michael Ellis	Department store	Dialogue	Carol Cleveland	Lady	Yes this looks the sort of thing. May I just try it?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15832	41	Episode Forty-one: Michael Ellis	Department store	Dialogue	Terry Gilliam	Assistant	"Certainly, madam."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15834	41	Episode Forty-one: Michael Ellis	Department store	Dialogue	Carol Cleveland	Lady	Oh! Sorry!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15835	41	Episode Forty-one: Michael Ellis	Department store	Dialogue		Lady	So	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15837	41	Episode Forty-one: Michael Ellis	Department store	Dialogue	Carol Cleveland	Lady	Yes that's fine.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15838	41	Episode Forty-one: Michael Ellis	Department store	Dialogue	Terry Gilliam	Assistant	"Is that on account, madam?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15839	41	Episode Forty-one: Michael Ellis	Department store	Dialogue	Carol Cleveland	Lady	Yes.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15841	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Hello? Hello?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15843	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh, I'm terribly sorry..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15845	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	I thought you were someone else.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15846	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Oh I see, yes."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15847	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"I'm sorry sir, can I help you?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15848	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Yes, yes, as a matter of fact you can, actually I was interested in the possibility... of purchasing one of your ... can I ask who you thought I was?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15849	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	What?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15850	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Who did you think I was... just then... when you thought I was somebody.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15851	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh, it's no one you'd know, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15852	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Well I might know them.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15853	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"It's possible, obviously, but I think it's really unlikely."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15854	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Well, I know quite a lot..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15855	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"I mean he's hardly likely to move in your circles, sir..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15856	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Why, is he very"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15857	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue		Chris	rich	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15858	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
